PetID,AdoptionSpeed,fold
9ac5a9faf,4,0
fc63194d1,4,0
61bf517f2,4,0
51226d067,2,3
f293ae915,2,3
d5a7d4dc9,4,1
6dcbe818e,3,4
d026d2fb8,4,3
474f23a3a,3,4
d5053eb47,3,1
85b57bb1e,4,0
12dce436d,2,3
975d32d75,4,0
c3208c19d,4,2
a45142177,3,3
44f198a24,4,3
c9ff29578,3,1
a7676842c,4,2
d755e40d7,1,3
b64307878,4,0
6e09bfe1f,3,1
0b4a0d698,2,1
13d30c173,3,0
631a6a27e,2,3
d43834f69,2,2
a44b2389a,4,3
7efd5522d,1,3
d48d94920,4,1
91d7bd3d7,1,3
ef30ade75,2,1
6d24fab68,2,0
28e86bb13,2,2
bded2690b,3,4
a40a8c0ce,1,4
29f5cedc0,2,4
42b4b0024,4,4
99aa7a5a6,4,1
3330252db,2,0
45904d2be,2,0
4ea31a03a,4,0
3517189ab,2,4
0d4e81870,1,1
02d644003,1,1
015c75c9e,3,0
796781fbb,4,4
69a15acbb,1,1
f00413d87,1,0
a031e3771,4,3
3f2d1ff6c,2,0
6a633ab6c,2,4
7aae61018,3,3
0b6457bf5,3,3
9d66ac1e7,4,1
442f853b2,4,0
7f40cce5f,4,4
b84058aa2,1,0
169184766,2,3
106f7b51d,2,2
aba00e1f9,4,4
fbb8a0267,2,4
65a98c48f,4,2
fd6c93d05,2,3
bb61d1c46,2,0
3ca057824,4,4
57bf84005,2,2
99ba6513a,3,0
209e4f717,4,1
634aa14a6,1,2
9ccf125f1,3,1
2e3c8edaf,4,2
f38727a35,4,2
b07678538,2,0
2826f9095,4,1
b8715f663,4,0
bc7b17cd5,3,0
8e9abddf0,4,0
f21d7ec45,2,4
e30182214,4,3
cc5892ce1,4,2
0fe10670c,1,2
9f24a0672,4,4
b2b52ccf2,3,1
7b858c084,3,4
55ccb364d,2,2
e65a26822,4,1
5d517a321,2,0
18bc7bf4d,4,1
eda903960,1,4
a3740bea8,3,0
18dab2783,2,1
7b6f894a1,1,4
d3dacde96,2,2
01919fe72,2,4
3fa341801,2,2
1f34d9c73,3,4
ed9936705,3,1
360215e23,2,4
27e6b452b,4,0
e1c66420e,2,4
2e74deb7b,4,2
8dfe71419,1,3
a428c4daf,3,0
93eb14f37,2,2
be917151a,4,2
e1cd176b5,4,0
585a4d5b9,4,3
37c68c4a3,1,4
76b67f389,1,3
95e9ad1b2,4,3
0f1d071a8,1,1
abd7dcf2c,2,1
1b9b55f0b,2,1
027c23f6b,2,0
243925f5e,2,2
7ee6fe581,4,4
ff10041de,3,2
efc55563a,4,4
59bedbb97,4,2
e66a993a5,2,4
dd5d07137,4,4
c538efa0b,1,1
d7dd2c184,1,3
f7473aaec,3,1
087d71de3,1,2
661bcb904,3,2
54e7cfcc5,2,3
12b1bce04,4,4
f9df8656a,1,3
dc0ee2c73,4,4
5dff15fc4,4,1
8106b5f6f,3,4
b5f9a9c4a,1,4
09d9212f5,1,0
4359d65e7,2,2
8079e3a1c,3,1
15f62e911,4,0
2abfa66d6,4,4
edc5c168a,4,3
42d2aa0bf,2,2
91efb738a,4,3
3005b75eb,2,4
6153f9d64,1,4
5c1f1a317,4,3
76b366645,4,4
dfedc8f77,2,4
dfaf47c11,1,4
04f7eafde,1,1
6cf7d415b,3,3
0afb7e845,2,0
ed9daa1ae,4,0
ca7c6095a,2,2
e3b39a9f5,3,2
9d7c4455c,2,0
8cb5fc48e,3,3
51d3a70bf,1,0
d87ff9c80,4,2
4a6dc2b1b,4,1
740d9759c,2,3
f54bef6d6,2,3
91fca388a,1,0
732fa3cb9,4,0
3f9b11590,2,4
837574272,4,4
33a6694b0,3,4
092418816,3,1
cd469a42f,3,0
2391fcc9d,3,2
c3a52fbbe,4,4
530aac28c,1,3
51398fac1,3,4
6c75b9082,4,1
03926867a,3,4
326355730,2,0
6806f15f3,3,2
822b31b85,2,0
6f94c942b,1,4
9ee370ef6,2,0
08dfce1e7,2,1
fffd9b5a8,1,3
cace2b412,2,0
9dca27ec4,2,3
5971c2462,4,4
d6d9a938f,4,0
b2406f38d,4,2
c228bf013,1,2
f2ac99dfe,2,3
34fe22f69,2,1
af49cf598,1,1
d473d632a,2,0
b3101cf5c,1,1
b77b75f2d,1,0
e02dbb6d5,2,4
79db05f63,2,0
876dd37df,4,0
49d1423d5,2,1
9868c3935,4,1
0fd5ff08e,4,1
76c276834,4,1
1df182906,3,4
0e28a90f6,2,2
1b0d28fab,4,0
084e4c05b,4,2
85c4e7a41,2,3
a90d6fbee,4,1
0d6b8efdc,4,4
858b1443e,4,0
5aff9022b,4,4
915031b99,4,2
bcd601baa,4,3
56d3aa3ac,2,3
ca4224e0b,1,3
92fa4a896,4,2
1965d2288,2,2
6704c5fd7,2,1
3c6f9a4e7,1,0
c5d1b9bf9,4,2
0e61fe015,2,0
c5b5d2650,4,4
3bf1bdd86,4,1
70c811b9d,2,4
a111adc75,3,1
468cec390,2,1
64c1c412b,2,0
a8d44452c,3,2
9e0b14cf6,2,2
c275f0975,4,2
bbfc8a037,2,2
14631d97b,4,2
fe3e235e0,1,0
67888f9fc,4,2
c6556750a,3,3
10e1cbfdd,3,1
38a780df6,2,4
3060d192f,2,1
d8b05d43d,4,4
69a1c3147,4,1
13bbf723c,2,0
d2d48985e,2,2
f7a7fc91f,1,1
8a6f301fa,4,1
e89b02af3,2,0
b00d0fe1c,2,3
59d42b6bb,3,2
3853ff1dd,2,2
0149d04e7,2,2
d9f692e74,2,4
1ba7bdbe6,1,3
865ee6652,3,0
c4be004d4,3,4
78b07d4e0,4,1
9dd1cdd52,4,3
63cc8aa47,3,4
d17892c89,2,2
8e6e57951,2,0
a7560614d,2,1
5b5e81279,4,4
9b9976e20,3,2
b9429dc85,1,4
24e2e049e,2,1
9b344389b,3,3
1bbf00182,2,1
7196383a7,2,1
00be0a63e,1,3
201ea7802,2,2
70f92bae8,4,1
3d0752cd9,3,4
58a79a8a1,3,1
7c1f20f6e,4,1
0ac81fcc4,2,4
460426eb4,3,4
9f01beeef,3,2
c4835ee5c,1,1
20336bf88,2,0
4525391a7,4,0
a8e5ae23a,2,3
b7b07aaec,2,3
5d32494f0,4,4
3099254c2,3,4
ed74a9822,4,4
c61aef5bc,2,1
07cc0ce27,2,0
1d4574c90,1,4
29edf6e20,2,0
c9928594c,4,2
ab2e61df2,2,0
7dfa1e78c,2,1
6dcff2b5b,2,0
2d8b42d21,3,4
427343625,3,2
f849d1829,3,2
ab4ab38d7,4,3
b7e7c5c9b,2,0
ea055de86,3,3
800a7c025,2,1
fc7706b56,2,0
faf6a8cd0,4,0
8c7dbce06,4,3
38f6f3011,3,0
6afe7ee11,2,2
bf87b176d,4,2
918ae2c95,4,1
a578345c4,2,0
c565589a8,2,4
bbab88df0,2,3
cf162bb42,1,4
e257f17da,3,3
dce7af31c,4,1
d8c6c546e,2,3
048519a46,1,0
51020fbd4,4,3
98b1b003d,2,1
3c6329c92,4,1
7a860f4b4,4,3
c5db00aa6,2,3
0d551fb5b,4,2
ae4ab31ec,1,3
8d6b89eff,3,3
8facdc86a,2,3
0e783a2e1,1,1
f0f9efd52,3,4
33f056cc7,4,3
1f25222ce,4,3
9e557af46,3,2
301e16ab9,4,2
6d5fc90f3,4,4
7d1ff4264,4,2
9c3f9ca37,4,0
9951dff79,4,0
0806f9e3f,3,0
ae1db9841,1,4
dfb8034b5,2,2
d9dcad5b4,2,4
a9f395ba8,1,3
53561f52b,4,2
76d3ef2a4,4,0
2e1de0bba,2,1
67b1168ba,4,3
3bb86aa8f,2,4
f662bdf71,4,2
23adab0a9,2,4
bf9ce53b3,4,1
9a4bbdd8d,4,4
7930e4752,4,0
c36860383,2,1
6178884d1,3,4
005afe792,2,1
8a4e70a21,2,4
23bcfa015,4,0
af843bbce,4,2
0f0f81a37,1,1
5dff45cff,4,4
7aa682539,2,1
52c15bfee,4,3
f8d98877d,4,1
3947180ba,4,1
8e6223402,1,2
bd6a6d0dd,2,3
b6f77d754,3,0
516646a4f,1,4
5cabf5331,1,3
083687ba1,4,1
44594e996,2,0
4fe4122ca,2,1
ca967745b,4,3
f095385ff,2,2
ad5118660,1,1
bb2e480f4,4,3
72482852e,4,3
469aab50e,2,0
ad937498b,2,0
eefb8d885,1,0
4d7573c5e,2,2
b497fb8eb,2,4
42d565331,3,2
5264d253b,3,3
72f891e55,4,1
79d32926c,1,2
ca92437c1,2,3
fd3172797,3,1
a07a65495,4,1
63e388a8e,1,4
15e5b0e7d,1,3
a36e3c034,3,2
cb307f308,1,1
f45176c4c,4,3
35fc0fd89,1,3
21958b8f8,4,2
bc8bbffa4,4,2
0b3deeb66,1,4
352ba3335,2,1
736b228b9,2,1
ab7ccc7df,1,3
72ec92880,2,1
6d59be88d,3,4
d8d840693,4,3
5d3c9feba,1,2
a1be4d855,4,2
f5fda5ac5,1,1
466862270,2,4
d7185ffc1,4,1
621a16b0c,2,1
921817343,3,0
4263cc9ed,2,3
9a770c49a,4,4
f3551e91f,2,2
1894ab073,2,2
4bb09fefb,4,2
331c39c92,4,4
a5c1c54fe,1,1
cd2fd9be8,4,3
8ce613036,4,0
f18d332de,4,4
01ac09f2a,3,0
54b6c1d72,3,0
733ccdc63,4,0
d1632981e,3,4
96a35824d,2,4
0510d2767,4,4
16a371487,1,3
a1b34954b,4,3
94dc20e92,4,0
ded648294,4,4
b663aafeb,3,4
8aeff9ad9,1,2
d5e351a09,4,1
7390b70c5,3,0
0e9c1385c,4,4
2ff35ef73,1,1
ad2423b1f,4,4
4fd755cc6,4,2
67af2d880,4,4
828ac8371,1,3
7dcbe3383,4,3
8f6b92b4d,4,4
e99c4a55d,1,0
bbbeb3ab0,1,4
26cb1c2c0,4,4
881a77dfb,4,1
8c131db77,4,4
1043aca38,4,4
9d876d83a,1,0
883e7d058,4,3
21c8d5f0e,4,2
c49480455,4,2
18286db6a,3,3
84998166f,4,0
b60bc872a,2,4
e7ab271b1,3,2
143027239,1,1
f892c5908,2,0
726488db4,3,4
cf1b1b824,4,4
15bcbb6e2,2,2
47d68f63c,4,0
1b5fd0e44,3,1
e6d59d514,2,3
17d9c9586,4,0
c4ab38782,2,3
15a491e20,3,3
ee65ac339,3,4
8bd82188f,1,0
5c30eceb2,3,1
dc8359e75,4,3
3122253f4,4,2
f319a49de,4,4
24af5742e,3,0
f3abe5d8c,2,2
c6a2b6ae1,4,3
d277ab24d,4,0
ee4cb45ea,1,2
2208d2be1,2,0
94438a5c5,1,4
505c5d7c6,4,3
da6bb3100,3,1
705d4f296,1,3
52ff28c14,3,4
d0eb1073d,4,1
68ac3848d,2,1
182aa4a29,1,3
4e991c023,3,2
c6d91de2b,3,3
6d94a56ef,1,1
1c3f75c04,2,1
dd8e62b81,4,2
12ceeda09,3,2
810ae61da,2,0
4771e1226,3,3
794806010,2,0
2dc54e9fd,4,2
a9085cdde,4,0
6282ddf87,3,3
92a038846,2,3
c0488da92,4,1
1a90a4805,4,3
9467b9867,4,3
a561b2487,2,0
c014197ab,3,4
e2205b952,3,1
33aa18b41,1,4
ffebad2e7,2,1
79a352e54,4,4
44930f85a,3,1
73d7bb2ce,1,2
f2a522324,1,1
ccc88931c,2,2
1fd342e17,4,1
911464bd8,2,2
a8c19a325,2,2
842b21328,4,4
8803fb1c2,2,0
d6e52b75b,1,0
e4941c40c,2,4
97dc40c6f,3,4
0cd614218,2,0
e2f718e94,4,2
11d50c573,4,0
c45a57747,4,3
8c9f6c718,2,4
c720ee024,2,2
57b57989d,4,1
1d20ba693,4,0
c11ca8051,4,1
1bd13d3e5,3,0
681eb7101,2,2
5360d72a3,2,4
29d752f7f,4,0
37865f566,3,2
5e74dfc90,4,3
bfdc4cd9d,4,4
91d238a62,2,1
e45ec98a4,2,3
b3a42fc4a,3,2
b23e29c89,3,1
5e2bbb163,2,4
346c5abcd,4,1
7dd780fe8,4,3
d0bc14f47,4,0
b3b26191c,4,2
77e679018,3,1
a85630773,4,2
e0811bfc8,3,0
5a17d8cea,4,2
69c1801cb,3,0
f9a962ccc,4,4
19904f24d,2,3
1f96eae14,2,4
73de2789e,2,1
99a0196aa,3,4
f0d254628,3,1
1dfcfe139,2,0
9abe933fd,2,2
fe0a74b2b,3,1
58bfbd845,3,4
df6048227,4,4
c737c30d7,4,3
d3dbf1e95,1,2
f68a56b90,4,1
803594e09,1,2
9702a20bb,4,4
c8f4a2877,2,3
98567db2f,1,3
3c1370c6a,1,0
a0fb6cd44,3,4
705ce0ebd,4,4
d805a1c90,2,1
4eba3b5c0,2,4
6dc193313,2,1
3a5b2eb43,1,2
647fe8d68,4,3
1df948d0e,4,4
c9c5b665b,2,0
7d1d7a4f6,2,0
73013560f,4,3
24e2a6ff5,2,2
f58143fd5,2,0
2d0315769,3,3
2a64c0560,4,2
207aa47a6,1,2
ab599a6ac,2,3
2ca3f6d92,3,2
29e2ac645,2,2
1925aff9d,4,0
27e458086,3,1
f39fef7c1,4,0
110242085,4,2
cdd2cac09,2,1
fb9d3b9ef,2,1
d7a002088,1,3
15b5da7f8,4,2
1cea0ad08,4,0
01c62e03b,3,4
cedeef1a7,2,4
26c1fc882,1,0
3613869b2,2,0
d5df16a32,2,2
e248258bb,4,2
65b70bad8,2,0
ffe2090b3,3,1
c70ffd9c5,4,0
758a6def9,2,4
8f2c9671d,2,1
a113449ce,2,4
059a68bf0,4,0
13f07ee9a,1,1
01e410583,3,3
b5d3858ae,4,4
b38dcdc90,4,3
cbf3467d9,1,1
521e214ec,4,3
fed21411c,4,1
19e701fea,2,2
9bbd8c277,4,0
39944ac3f,4,0
93e53882d,1,2
ac35bae60,2,1
fa21ddfa3,2,0
487abc5e1,4,1
8f42303f4,3,4
8f1ccbc6f,4,2
9c580ca06,4,0
d765ae877,2,2
fb8efea32,3,3
774bd5a80,2,1
bda2d149e,4,0
d8519e771,2,3
a24bb77d1,4,4
d3077e6b1,3,0
b56e6500a,4,3
ae30afe08,2,3
d51b2e785,2,1
83d15cf4d,2,0
390e0a648,1,2
8db729086,4,4
7a7153881,3,1
5aefb7197,1,3
e16882f44,2,0
0ea7eaf00,1,1
a7d44898b,3,4
ebae250e9,4,1
df9cc49a1,3,4
7f4fb6f7e,2,2
bce56e27b,1,2
ee83e7a09,2,0
dff412d60,4,3
ef836c3d3,1,3
4ba068d30,1,1
79d56bb63,4,2
81bc89458,2,0
9b0744be7,1,4
5bd725e47,3,4
51c72aa92,1,0
2a19120e7,4,1
233aeb07c,3,0
f514f45f3,4,0
ecf521843,4,4
105c00abe,1,0
68a6c1a24,4,3
75bd3a017,2,1
a9495309b,3,1
6d43edbe9,3,2
972fba985,4,0
20f05426f,4,0
8229b256e,3,0
e42dea43d,4,0
bcda757a8,4,4
f15cd5cd9,4,1
7931ba838,2,0
19f38a3f0,4,3
b73a7ca90,4,3
d111847a0,4,3
15721ae3c,1,2
66409739c,2,4
b386d20ba,3,0
fa5957d1c,4,2
dd9ee4a38,4,3
8673a672d,2,0
e61d62489,2,0
cca88204d,2,0
2d63b7c4f,3,3
1f9a15807,3,0
82607d1cf,1,3
8d39ce00b,4,2
6434d0273,4,1
bdb6ebb91,2,0
4a2ecd24c,1,0
1cc20af0a,4,3
bda06474b,4,0
b9005c792,4,2
88bffd281,3,3
78ccb8039,3,4
463be5788,3,0
023979a33,4,0
f45b98b4f,3,2
3cf8487d4,2,0
2b3387bd7,3,1
25c681109,2,0
7ddc32b12,3,3
f0ac9ee6f,1,4
dc1b809db,3,1
1303e86df,2,3
9ba39bba6,2,2
e77dccf0d,3,1
9e6da2bb1,4,2
5546a54ef,3,3
4248ee26d,3,4
0e7ca23c9,3,2
56147c737,3,4
5fb30c1f8,2,2
107d56dc4,2,0
876453f9d,2,2
cc3fe68d2,2,2
2f05bd40c,2,4
dc7dad1da,2,0
8b0fa13e1,4,0
09898b12e,2,2
011350faf,4,1
8cae4a15b,4,4
71f93d157,2,0
a9fdc3e4a,3,4
636389c7d,2,4
a4221001f,3,0
096c37d99,4,0
aa40c19c2,4,1
5419155f2,2,1
9ecb47019,2,0
34d903f17,4,2
00f997463,4,3
0b59a57ff,1,0
fab1170a2,2,1
fa87afa7d,2,4
bb43b6a0d,4,3
6bf08dced,3,0
3facf6055,2,3
3069e2d3c,4,1
0fa25b7e5,3,1
5d3ee6378,4,4
145883970,3,4
d56553e2d,4,4
14f9ffbbc,2,3
eeb377c0b,4,0
04d4ce3a4,4,4
9316ce78a,2,1
146cd69b3,1,3
9907dde11,3,1
6d154eccb,2,3
aa189a931,4,1
5474cd2c2,3,4
f25e91baa,3,3
34d0c00d6,3,1
95fc36030,2,3
4fac67d06,1,3
63f01ff3e,1,4
c14b2f3da,4,1
4733d5e7a,4,3
5a7207717,2,1
472abccfb,1,1
d3740baed,2,1
c4bc89962,2,3
08b7e05a5,2,2
47fd4a840,4,4
c61869b9b,4,0
d99ea593a,4,3
b16afc5dc,2,4
6d1c4a5d5,1,2
895f73f14,2,2
01603d6e2,4,4
4f7fc967a,4,0
1a76d3ffa,3,0
8f1b39562,3,1
05abbab5e,4,3
179c21d17,3,0
55c23ed2e,1,0
6740be5a3,3,2
a8e79c8c4,4,1
ae03f99f2,3,2
026c5716f,2,4
87b60f563,4,3
e7a24f9e9,4,0
236dd6cca,2,0
92df22369,2,3
5a5463e17,2,3
d97d4b420,1,2
7cd4ec150,4,1
09db544ea,4,3
f0885aa00,2,0
c59d7c9f3,4,4
bd263a880,1,4
50fe7d515,1,1
81734dbc4,1,2
09c7b610e,4,3
10949ac80,1,4
4e3586785,2,1
0e5d845dc,3,2
14831f659,4,4
916165c1b,1,2
a99a82e6d,3,2
cb0309848,2,4
146f076cf,4,0
2c21d7f68,1,4
d937730d8,3,0
370fe2afb,3,4
082a9b790,2,4
e95d902dc,3,0
b5521c7e1,2,0
51f1d14b6,3,1
e1e2b0af4,2,0
e3fa5b2be,4,1
9488e6011,1,1
a5f576bb1,2,1
ab67afee5,4,2
b13e4afff,3,4
65e386742,4,2
95bc62678,4,1
ad111a12a,3,0
b48d47214,4,4
1adc56d3c,4,0
c16df543f,3,0
80a2e14af,3,2
7c9dc0791,2,2
18c7d13d3,1,3
e97e4eb52,1,2
9fb89d88f,2,1
1a5e5d34c,1,4
c87f6d0e4,2,2
cc2881a97,4,3
9d9197e7e,1,4
c40b30ff3,4,0
b1bc7e3c7,4,4
b4226db5f,4,3
30ece8658,4,0
8491fa23b,4,2
95696f11b,2,1
aa32ec730,2,3
27456ec0f,2,3
e3e70d2b0,3,2
e93afb8ff,4,0
f5dc6f316,2,4
61d4dc56b,3,0
052c95a93,1,4
948a1a82c,4,1
0bf2506a5,2,2
e2c365994,3,2
6308b5232,2,0
c96f9d3a8,2,3
6d945f8ec,4,4
2857efde3,4,1
b74c47541,1,3
7b13bde34,1,0
7218c8328,4,3
d0c81c563,2,4
95708d284,3,0
da56f7030,4,1
bc6abd32e,4,1
f90f6ca1a,2,0
37c989ac5,1,0
f780d04ae,3,3
152880177,4,1
e3fa09b97,2,3
8b8c51377,3,2
9a053dbe6,1,3
634f65242,3,2
db24c8108,2,3
fea9183f6,4,1
bc0b9984a,4,2
bc5ae0001,3,0
2e73c3dc3,4,3
d5176f7eb,4,1
57785dbb8,2,3
a5a240214,4,2
6bd1fee01,4,0
679dad3c6,3,0
a385cb92a,4,4
3779a7d91,4,0
71d834666,1,4
9801a0f9c,2,0
b84319e15,1,0
5893d408b,2,2
477d22816,1,2
d574448ee,4,0
ff43926c3,2,0
6e31c1647,3,2
c421064dd,2,0
eb79f1cfa,3,1
76aba4871,4,2
8dd958339,2,3
041dd606f,2,0
e6151d695,2,4
debec416c,4,3
785a95244,3,3
cac71d5bd,1,1
041cf403e,1,1
86fe4ed68,2,1
f867cc417,1,3
7a31d17c7,4,0
74ca92e79,2,0
ee640a6ba,1,3
5366eff00,3,0
7bb136045,2,3
347be28a8,4,4
dc99804de,1,3
564ad520f,2,3
c18984292,3,3
560d2b399,4,3
9f2e4a2e1,4,2
df76ee4c1,1,2
e50d881a7,4,1
24fc91fae,4,4
e30bac76c,2,1
196f95fdb,2,3
950dd345b,3,1
df89cc1e0,1,3
31eb7b312,3,0
34c4e74a9,1,0
9926c6e5b,1,0
eb5dc081c,1,4
7d11f10b1,1,4
f152b2fd4,3,0
166947bb4,4,3
9a48cc316,4,0
df9a4b31f,3,0
ec4849051,4,3
48c598ef0,1,1
2f60db1f7,3,0
559afad4f,4,4
dc589864d,3,4
86ff8539d,1,0
7b5bee232,4,3
b532e9588,4,3
060e4ed30,4,3
2885ade43,4,2
fda733a81,2,0
8538f4aa1,2,2
ae4ebeb3e,2,0
8f7265ddf,1,0
c18a1acc6,4,3
ef9196721,2,0
ce3a876b1,4,0
bc9c5a76d,2,2
bedd7f1e7,4,2
0a9f9f178,2,2
bdff3528c,4,0
8398c83ec,4,3
231ad764f,4,3
026c202c6,2,0
f3cb6ffea,4,1
aa68a3672,4,1
a31d4c0f0,4,4
e7b44276b,2,0
bf2f22377,4,4
536475bf3,2,4
db03ddc32,4,4
282c90ff4,4,0
d7d0b2194,4,3
ea3ebc38a,4,4
5ef0ffe23,3,4
4d76c16ab,2,0
c659e8a32,2,4
2c9f807c1,4,2
ca7a148c0,3,2
c29059110,2,1
28cc87730,4,0
3821d75e9,2,4
bc7956085,4,1
cc22a5abf,2,2
f8710e158,3,4
9fceca5de,1,2
2c1c1b557,4,3
d8c1859cb,2,1
1c28dc555,3,1
4b3efcfe0,3,4
f1dc8864e,2,0
6c7fc08e6,2,0
220e9aa26,4,4
f6ae0d580,1,1
b9f58834b,4,4
3f169c299,2,0
e40290fa0,4,0
62b9cb163,3,3
e04814e10,4,2
a831df76b,1,3
d92d4242a,4,0
dc94a986f,2,2
e80389ea3,2,1
e5ea737ec,4,0
3cdbf07be,1,3
2fcdfb0e1,4,0
19abfb0c6,4,1
6afc6acee,4,4
8632f7132,4,4
da8d4a273,4,4
3f50cc4fd,4,3
56e231a77,4,2
dae92dd61,4,3
c46e29741,4,4
4813a0d67,4,1
2739ddaa6,4,1
66fcb54d7,1,4
c44a94d4b,1,1
87bdcbcdd,4,3
6cdfd6a41,4,4
6c9382d17,2,2
e0e8d63df,3,2
85e72abd0,1,2
e68c7d50b,1,2
1ddc14ad6,2,2
4ea7c5d48,4,0
bb15b64ea,2,0
65180c32a,4,4
bec6cc26b,1,4
e0781fb0a,2,3
f39938992,1,4
1b1cf81d4,4,1
f70a1bf5d,1,2
ecaf2b938,2,2
92caf1d01,4,0
b66cae579,1,2
fceb751c7,4,3
ab4ef2577,2,0
1a4464471,2,0
0f9697729,4,1
133af5fc3,3,2
d56674978,2,4
1533ebfd4,2,2
89f28de34,4,2
cbeb9fc1d,1,3
e20a1885f,1,0
17c5ded7d,1,1
c0e61e2f0,2,3
1afdf61ec,3,4
840949648,4,1
5780fe74a,4,4
e5bb33a17,3,1
ba6fee44e,4,3
14c70761a,4,0
859bcc995,2,3
09ef02857,4,0
91e8e97b1,2,1
4909dc5af,4,2
2b3d754de,1,2
36b7411f9,1,2
b589d804e,2,0
8e343f4df,4,1
c8e2a9092,4,4
39c02e302,2,1
c11df559d,4,0
2ce1c6a93,3,3
f2212e16c,1,2
abd7a3201,4,2
aded1fafc,2,0
393365063,3,1
902087c95,3,2
8623ecf43,2,4
cd8e8d7a1,4,0
bc7ea0a3e,2,3
3e9a56447,3,3
fa64cfa4e,1,1
6b574c312,1,4
742dcad55,4,2
2cfbdd28a,4,4
742462799,4,4
c220fd5cc,4,1
675bb16b8,3,3
3757e3734,4,0
b79275092,3,0
9e4e77074,2,2
a2fecc9a4,1,2
e99a775d2,1,3
867308404,2,4
92d830572,3,4
cb9cffdff,4,0
0392c0c81,4,0
c226ecabd,4,2
7648e56db,4,1
cf86cc5ea,3,4
84d1eb4ab,4,1
96353db69,4,4
f90575a63,4,2
35149528a,1,0
ae14a91dc,2,4
687c0c2cd,4,3
d7c661670,3,1
330f0e19a,1,4
8af959627,3,2
711bebb99,4,0
a2c98c186,2,4
c30dd6e9a,1,3
134b82d89,2,2
abf38029d,3,1
eed4b685b,2,2
a460a6274,3,1
bb19c3013,4,1
1c967561d,2,1
3e82bfd8d,1,3
1942485f8,4,4
fb3bd80d1,1,1
8bf2cc0a1,3,1
3d9b4bdc1,2,0
020cd1d50,3,2
058d37dda,4,1
8328ec7f4,2,0
90dd998e2,2,2
d418ea0ad,1,3
bb76bfc79,4,2
230b9040d,1,1
30764a1fa,4,2
076d6f830,2,0
e3a5332ce,4,0
d0d9596e3,4,0
0907a14f3,2,4
2cb9ce5ac,2,1
6666265da,1,0
0ffe99b25,2,0
886e903a4,3,3
d7d371a3d,4,0
752c2658d,2,4
502a2a9db,4,3
09c00211e,4,4
f743a63aa,4,1
8170c6b01,2,0
96a5fd573,4,3
4f4f3cd98,4,3
d6e342121,4,0
db0b0bea6,4,1
015da0878,1,3
6c6a5b5ac,2,0
c260c7b3b,1,4
dffc5cef6,2,3
6c06b0725,4,3
d0a66003d,3,3
b3ff03304,2,4
1d669183f,4,1
0de6709ab,4,1
169fc07e1,1,4
4a91d273b,4,0
0b24f7e7f,4,2
598f1fdae,3,0
76017363e,2,1
6b42c0d29,4,3
2b1f83255,4,2
4e1034525,3,0
80621df6b,3,3
798a0cb05,4,0
ac8fa1b6c,1,1
9d8dab6cd,2,2
e0238b8c2,4,4
38063ee14,4,3
a00eaa0fb,4,3
dd3856456,4,2
9b721dcaf,2,3
c57a0afef,4,0
44cd12263,4,2
3e6d8a2c9,3,1
cd37edf46,3,3
e88f72461,2,3
6679c179c,4,1
0d2394669,2,0
ea7ec0562,4,2
949cb7ee9,4,2
40b1839ea,2,3
9fa760b69,4,1
07b994326,1,4
bfdff0622,4,0
acb802c0c,1,4
8c10b6035,2,0
ff7d25ffb,2,3
9e380d9a2,4,1
b6c93a605,2,1
d4c3abf4c,4,4
a1a9e48a6,2,3
11d3a4c0f,3,1
82137b39f,4,1
a8eed143b,2,2
783a33f4c,4,2
245b99f60,2,2
f759dc332,2,4
492e0cc50,2,4
2f95b343a,4,3
9d2fb911c,4,1
04aa54436,2,4
98128b920,3,3
ccd36a0f2,4,1
4c40ad026,4,3
dd0b58409,2,3
3227c4f2e,1,2
bbff353ce,2,1
b5010c15b,2,4
56c329fdf,4,3
dc76d9fa5,4,0
68d430cbd,4,4
f51e72db2,1,2
8cb6dfa5b,1,4
799a41eba,4,1
ffb6a7f5d,1,3
c6c1048af,4,0
c9d955ac9,4,1
7ceeeb9f2,1,3
b2385d700,2,3
41ce762ce,3,0
3b95539f0,3,2
03c323fcf,3,2
40fa64194,1,4
428fd4ef7,2,0
06c5ddbd6,4,2
26428557f,2,1
57d8f9bdb,1,3
a322972da,1,4
9725fc542,4,1
de67abe0b,4,1
44a541574,4,0
da6950564,4,0
af862a239,1,1
195c119c9,3,1
0e4049f6d,2,4
72bd22c9e,1,0
254dd6ba7,2,2
35a730b12,1,3
afa1e2afb,3,4
3c97d1670,2,0
945a6fa56,1,4
abc9c4207,1,2
c7cb34ee2,2,2
bca4defa4,1,4
0a71e754f,4,3
3859838cf,4,2
f4212d640,2,3
03ae93b48,4,2
eba773cbe,2,0
fac19639c,1,2
546a913cc,2,0
8ece5f3ba,3,2
4a0adfdd0,3,2
7d6d03de2,4,1
cef410e81,2,1
b1c83d13b,1,2
7be394a98,2,3
ba3ee71f8,4,4
1aa527f5a,2,4
884b9a6ec,2,3
0be7a4adf,3,3
6a864757b,3,1
d17343468,2,3
60923a60d,2,4
e4b90955c,4,2
228117dca,2,0
2f3677597,4,4
437bda050,2,1
5357633c0,3,3
ea3de2587,3,4
45d2ddcb8,2,1
0e0d0a9af,3,2
104d9b198,1,2
43c661026,2,0
798f4a1e4,4,3
a8da358d1,4,1
f28036d8a,3,2
9070ef426,2,2
