PetID,nlp_proba_1,nlp_proba_2,nlp_proba_3,nlp_proba_4,nlp_pred
92caf1d01,0.25990003,0.23641351,0.12893213,0.37475437,4
b66cae579,0.1435142,0.35670793,0.39803612,0.10174176,3
fceb751c7,0.19505876,0.29533616,0.28556097,0.22404411,2
ab4ef2577,0.07036301,0.44876567,0.38401377,0.09685759,2
1a4464471,0.027612116,0.83536094,0.11923555,0.017791323,2
0f9697729,0.3755746,0.18912345,0.13807525,0.29722673,1
133af5fc3,0.036581952,0.21418056,0.68392664,0.06531079,3
d56674978,0.0029452923,0.09808021,0.8986336,0.00034091584,3
1533ebfd4,0.32414272,0.47437024,0.15115748,0.050329596,2
89f28de34,0.08784727,0.25881872,0.11588498,0.53744906,4
cbeb9fc1d,0.61822736,0.27416542,0.07887441,0.02873277,1
e20a1885f,0.21039811,0.3417843,0.19213113,0.25568646,2
17c5ded7d,0.03246392,0.05668236,0.065915234,0.8449385,4
c0e61e2f0,0.5262861,0.37321302,0.08153162,0.01896927,1
1afdf61ec,0.13686448,0.8036345,0.035844624,0.023656348,2
840949648,0.7231271,0.13762031,0.10106079,0.03819178,1
5780fe74a,0.8634569,0.015923046,0.019792099,0.10082799,1
e5bb33a17,0.006025604,0.005540218,0.030328173,0.958106,4
ba6fee44e,0.03371791,0.12379562,0.13799958,0.7044869,4
14c70761a,0.010265741,0.10892662,0.075731725,0.80507594,4
859bcc995,0.5437052,0.3508839,0.064100586,0.041310266,1
09ef02857,0.1220144,0.75050426,0.074147046,0.053334314,2
91e8e97b1,0.39172938,0.42205077,0.14163524,0.0445846,2
4909dc5af,0.28475693,0.44371378,0.1921188,0.07941041,2
2b3d754de,0.27241325,0.39100075,0.28614333,0.050442718,2
36b7411f9,0.0782429,0.11920816,0.09709785,0.70545113,4
b589d804e,0.05105099,0.7573114,0.13926509,0.052372523,2
8e343f4df,0.1293857,0.4589384,0.40500146,0.0066744774,2
c8e2a9092,0.028481007,0.9543419,0.0057869214,0.011390176,2
39c02e302,0.03798148,0.17451033,0.4124565,0.3750517,3
c11df559d,0.03962251,0.3429022,0.078651346,0.53882396,4
2ce1c6a93,0.028633345,0.1428438,0.72611713,0.10240579,3
f2212e16c,0.32206088,0.33268625,0.2811925,0.06406034,2
abd7a3201,0.012474797,0.01330659,0.030699488,0.9435192,4
aded1fafc,0.05715598,0.859483,0.074367106,0.008993935,2
393365063,0.10353612,0.16353567,0.42663467,0.30629352,3
902087c95,0.29275426,0.16401757,0.16000314,0.383225,4
8623ecf43,0.0038734982,0.96297663,0.031603616,0.0015462376,2
cd8e8d7a1,0.2976265,0.59814036,0.08468119,0.019551964,2
bc7ea0a3e,0.14511916,0.22096413,0.36144254,0.27247414,3
3e9a56447,0.21202667,0.5378889,0.2086298,0.04145462,2
fa64cfa4e,0.06900454,0.67985123,0.20452453,0.04661974,2
6b574c312,0.02014129,0.116674304,0.27268028,0.59050417,4
742dcad55,0.39304143,0.34209108,0.1742809,0.090586595,1
2cfbdd28a,0.0023238095,0.002659738,0.0074392403,0.9875772,4
742462799,0.003155777,0.8619138,0.09381763,0.04111284,2
c220fd5cc,0.08895245,0.07530426,0.27994156,0.55580175,4
675bb16b8,0.0690538,0.115798704,0.08783988,0.7273076,4
3757e3734,0.022432938,0.13090044,0.60115397,0.24551266,3
b79275092,0.03941163,0.038664844,0.016914055,0.9050095,4
9e4e77074,0.117720194,0.25872773,0.5742868,0.049265258,3
a2fecc9a4,0.2842313,0.24914256,0.25579804,0.21082807,1
e99a775d2,0.09757477,0.08803066,0.17825256,0.636142,4
867308404,0.0010773917,0.9357512,0.06283912,0.00033226598,2
92d830572,0.047280017,0.5254336,0.42698124,0.00030515844,2
cb9cffdff,0.02646538,0.5197631,0.42599785,0.027773662,2
0392c0c81,0.13542147,0.7414917,0.10471302,0.01837381,2
c226ecabd,0.04957894,0.034313545,0.050382353,0.8657251,4
7648e56db,0.305409,0.12897706,0.19365,0.3719639,4
cf86cc5ea,0.0045685703,0.5974107,0.3960761,0.0019445915,2
84d1eb4ab,0.013221612,0.0049614436,0.01468759,0.96712935,4
96353db69,0.0021614593,0.0017931965,0.0028193945,0.993226,4
f90575a63,0.34957534,0.27360916,0.08215401,0.29466146,1
35149528a,0.6709624,0.27637917,0.046768855,0.005889543,1
ae14a91dc,0.038792886,0.15724674,0.13195246,0.67200786,4
687c0c2cd,0.053173367,0.13763121,0.74724567,0.061949827,3
d7c661670,0.058074377,0.20159248,0.626904,0.11342915,3
330f0e19a,0.005771779,0.6236869,0.3545466,0.015994694,2
8af959627,0.19663994,0.20171417,0.14402238,0.45762357,4
711bebb99,0.06456376,0.23577996,0.11241197,0.5872443,4
a2c98c186,0.40968007,0.34055084,0.03654035,0.21322873,1
c30dd6e9a,0.21790223,0.14169714,0.12378637,0.51661426,4
134b82d89,0.21013895,0.4516584,0.14207198,0.1961306,2
abf38029d,0.5496243,0.3047339,0.08573439,0.059907425,1
eed4b685b,0.21071371,0.6145871,0.09733548,0.077363655,2
a460a6274,0.25086528,0.34570107,0.39928436,0.0041492577,3
bb19c3013,0.24573581,0.35950232,0.0678573,0.3269046,2
1c967561d,0.25102514,0.53650844,0.20913133,0.0033351027,2
3e82bfd8d,0.15125738,0.16870192,0.66031694,0.019723859,3
1942485f8,0.032747775,0.531536,0.158849,0.2768672,2
fb3bd80d1,0.3520569,0.38169467,0.21374318,0.052505255,2
8bf2cc0a1,0.6916215,0.17669673,0.10276911,0.028912669,1
3d9b4bdc1,0.7454966,0.17656972,0.06389845,0.014035293,1
020cd1d50,0.2312075,0.20114917,0.20049958,0.3671438,4
058d37dda,0.01308206,0.05193502,0.2254077,0.7095752,4
8328ec7f4,0.024904836,0.79255927,0.16960165,0.01293432,2
90dd998e2,0.3213428,0.3496784,0.2736566,0.055322222,2
d418ea0ad,0.09174861,0.23351339,0.24066593,0.43407205,4
bb76bfc79,0.3158709,0.28513116,0.3711123,0.027885636,3
230b9040d,0.47766703,0.407164,0.04665685,0.068512104,1
30764a1fa,0.024174226,0.059862677,0.1433391,0.77262396,4
076d6f830,0.5870051,0.36153504,0.044771697,0.006688195,1
e3a5332ce,0.03313003,0.0639481,0.09350226,0.80941963,4
d0d9596e3,0.16077855,0.73510903,0.09553281,0.008579632,2
0907a14f3,0.013773455,0.9427447,0.030667057,0.012814762,2
2cb9ce5ac,0.6863133,0.25698566,0.055176068,0.0015250262,1
6666265da,0.24410602,0.45315632,0.07058755,0.23215011,2
0ffe99b25,0.38207966,0.49606594,0.04323709,0.078617334,2
886e903a4,0.25899065,0.35306153,0.28340673,0.104541026,2
d7d371a3d,0.07853374,0.16114143,0.13077228,0.62955254,4
752c2658d,0.47531167,0.5006196,0.014006324,0.010062422,2
502a2a9db,0.08306489,0.041772798,0.08600265,0.78915966,4
09c00211e,0.021412715,0.35785335,0.38885012,0.23188381,3
f743a63aa,0.040168297,0.0696269,0.29932407,0.59088075,4
8170c6b01,0.6375159,0.32845613,0.03156278,0.0024651622,1
96a5fd573,0.019251809,0.05300915,0.015256624,0.91248244,4
4f4f3cd98,0.11548243,0.0571499,0.061088633,0.7662791,4
d6e342121,0.0135988565,0.23211385,0.7328991,0.021388113,3
db0b0bea6,0.09625645,0.28642407,0.36353293,0.25378653,3
015da0878,0.26608172,0.4086069,0.13583751,0.18947393,2
6c6a5b5ac,0.4990257,0.31345788,0.059707157,0.12780927,1
c260c7b3b,0.012465034,0.48313916,0.46195865,0.04243712,2
dffc5cef6,0.100731924,0.20780063,0.23927847,0.452189,4
6c06b0725,0.03475472,0.18469203,0.17246267,0.6080906,4
d0a66003d,0.18285906,0.52378875,0.2745783,0.01877389,2
b3ff03304,0.015257376,0.9427944,0.04050421,0.0014440635,2
1d669183f,0.029085346,0.016899964,0.033643328,0.9203713,4
0de6709ab,0.037212443,0.065833904,0.71931815,0.1776355,3
169fc07e1,0.017330028,0.079342425,0.37333786,0.5299897,4
4a91d273b,0.1863787,0.43310276,0.23387314,0.14664535,2
0b24f7e7f,0.2454132,0.2736231,0.162822,0.31814167,4
598f1fdae,0.045245532,0.31079462,0.6396557,0.0043042116,3
76017363e,0.04644978,0.23691684,0.315807,0.4008264,4
6b42c0d29,0.19835326,0.12177914,0.113519125,0.5663485,4
2b1f83255,0.4000315,0.29965034,0.16452743,0.13579074,1
4e1034525,0.40128297,0.3063092,0.20936637,0.083041474,1
80621df6b,0.30973247,0.2771429,0.123115994,0.29000863,1
798a0cb05,0.02057377,0.8369828,0.11779268,0.024650749,2
ac8fa1b6c,0.2697981,0.31760812,0.39519092,0.017402876,3
9d8dab6cd,0.28761482,0.13192146,0.08201451,0.4984492,4
e0238b8c2,0.009544689,0.006809082,0.052420463,0.9312257,4
38063ee14,0.105455615,0.1854068,0.18318935,0.5259482,4
a00eaa0fb,0.03646476,0.09653023,0.15564859,0.7113564,4
dd3856456,0.24546698,0.16270328,0.096675396,0.4951543,4
9b721dcaf,0.26845554,0.1953353,0.12344771,0.4127615,4
c57a0afef,0.25990003,0.23641351,0.12893213,0.37475437,4
44cd12263,0.064335145,0.12093616,0.1458888,0.66883993,4
3e6d8a2c9,0.016757902,0.02137904,0.2588259,0.70303714,4
cd37edf46,0.05207327,0.22949839,0.3515556,0.36687273,4
e88f72461,0.20602983,0.23477934,0.09012607,0.4690647,4
6679c179c,0.29397365,0.29222465,0.26397035,0.1498314,1
0d2394669,0.098017946,0.47901332,0.3555409,0.06742778,2
ea7ec0562,0.12754564,0.11151305,0.23720552,0.52373576,4
949cb7ee9,0.028535942,0.04957826,0.10268721,0.81919855,4
40b1839ea,0.049256273,0.37703344,0.3316908,0.24201955,2
9fa760b69,0.080784366,0.4058343,0.27284732,0.24053401,2
07b994326,0.8693066,0.10857036,0.0048216116,0.01730147,1
bfdff0622,0.05840962,0.16300893,0.10542596,0.6731555,4
acb802c0c,0.13786054,0.8453533,0.016499516,0.00028669444,2
8c10b6035,0.23198788,0.4633948,0.29148802,0.013129252,2
ff7d25ffb,0.073097125,0.5603116,0.3556348,0.010956434,2
9e380d9a2,0.48627615,0.3150935,0.18559843,0.013031967,1
b6c93a605,0.13909341,0.6578253,0.17922631,0.023855023,2
d4c3abf4c,0.0037178278,0.0010217607,0.0057268795,0.9895335,4
a1a9e48a6,0.06983925,0.7763014,0.08647613,0.06738322,2
11d3a4c0f,0.28694147,0.39943486,0.28300175,0.03062193,2
82137b39f,0.012631485,0.03477029,0.26651832,0.68607986,4
a8eed143b,0.25017813,0.42536804,0.24664274,0.077811085,2
783a33f4c,0.31541073,0.11823221,0.093364865,0.47299224,4
245b99f60,0.30067685,0.41020682,0.11159596,0.17752036,2
f759dc332,0.0040187663,0.019788668,0.04225801,0.93393457,4
492e0cc50,0.0007594032,0.9760844,0.02244222,0.000714014,2
2f95b343a,0.09039914,0.5782235,0.25284857,0.07852879,2
9d2fb911c,0.015632177,0.004713574,0.01774204,0.96191216,4
04aa54436,0.007896497,0.63304114,0.3541169,0.0049454616,2
98128b920,0.28266957,0.40582505,0.17041257,0.14109279,2
ccd36a0f2,0.0074869893,0.0045799515,0.013751706,0.9741813,4
4c40ad026,0.24013792,0.2012744,0.28126788,0.27731982,3
dd0b58409,0.039508786,0.22645229,0.5989994,0.13503952,3
3227c4f2e,0.26652858,0.2895555,0.3951842,0.04873173,3
bbff353ce,0.030489359,0.69147843,0.27547055,0.0025616272,2
b5010c15b,0.24677536,0.4969644,0.25126135,0.0049989624,2
56c329fdf,0.306539,0.33956125,0.11576835,0.23813136,2
dc76d9fa5,0.003108778,0.003737574,0.0037158905,0.9894377,4
68d430cbd,0.00968819,0.1923176,0.20848866,0.5895056,4
f51e72db2,0.18886691,0.58823705,0.18152042,0.041375656,2
8cb6dfa5b,0.036673754,0.9573356,0.0057726433,0.00021796825,2
799a41eba,0.0715087,0.5086887,0.15360245,0.26620016,2
ffb6a7f5d,0.29048124,0.56727076,0.076813444,0.06543452,2
c6c1048af,0.107312486,0.22468568,0.2135233,0.4544785,4
c9d955ac9,0.12915197,0.7538899,0.06661692,0.05034119,2
7ceeeb9f2,0.12367246,0.65317726,0.16298237,0.060167916,2
b2385d700,0.14012113,0.21314368,0.24493892,0.40179637,4
41ce762ce,0.02703975,0.07545582,0.06637202,0.83113235,4
3b95539f0,0.044835337,0.11196928,0.10224903,0.74094635,4
03c323fcf,0.035733927,0.27745685,0.64217216,0.044637136,3
40fa64194,0.89640737,0.022699581,0.009571262,0.07132183,1
428fd4ef7,0.008229428,0.34587196,0.63828534,0.0076132417,3
06c5ddbd6,0.12808022,0.19763319,0.5802196,0.09406694,3
26428557f,0.55224776,0.37936804,0.050332878,0.018051354,1
57d8f9bdb,0.46564078,0.37992334,0.09981671,0.05461915,1
a322972da,0.30564448,0.1726977,0.34996986,0.171688,3
9725fc542,0.6513109,0.16700539,0.12655066,0.055132996,1
de67abe0b,0.11091774,0.292138,0.46423137,0.13271287,3
44a541574,0.07127393,0.17050992,0.0568687,0.7013475,4
da6950564,0.11770765,0.53784883,0.086208895,0.25823468,2
af862a239,0.50130343,0.3591703,0.105879396,0.03364683,1
195c119c9,0.016270824,0.18079086,0.7999678,0.0029705304,3
0e4049f6d,0.0016938654,0.51442707,0.4823721,0.0015069811,2
72bd22c9e,0.07020138,0.45453018,0.42942056,0.045847863,2
254dd6ba7,0.291507,0.42622995,0.111314975,0.17094812,2
35a730b12,0.4127234,0.18654972,0.14395471,0.2567722,1
afa1e2afb,0.009893164,0.08474247,0.22814737,0.67721695,4
3c97d1670,0.009167392,0.4871933,0.4465811,0.05705818,2
945a6fa56,0.13588217,0.4725848,0.37985018,0.011682848,2
abc9c4207,0.16469574,0.5736455,0.14313579,0.118523024,2
c7cb34ee2,0.20191337,0.2589156,0.21894665,0.32022434,4
bca4defa4,0.7084352,0.061880287,0.012746635,0.21693793,1
0a71e754f,0.20203984,0.23752175,0.25731003,0.3031284,4
3859838cf,0.1035458,0.108014055,0.31141272,0.47702736,4
f4212d640,0.4415479,0.36332434,0.11257542,0.08255243,1
03ae93b48,0.0075315284,0.014718318,0.018219022,0.9595311,4
eba773cbe,0.15850076,0.6552103,0.16010347,0.026185451,2
fac19639c,0.05252423,0.7344297,0.1711777,0.04186828,2
546a913cc,0.08133972,0.3368052,0.26117188,0.32068324,2
8ece5f3ba,0.29125386,0.2507007,0.07144757,0.38659784,4
4a0adfdd0,0.06424181,0.1419219,0.22617656,0.5676597,4
7d6d03de2,0.013881739,0.14791706,0.81350887,0.0246924,3
cef410e81,0.47566614,0.39937544,0.059958387,0.06499999,1
b1c83d13b,0.293232,0.43567696,0.11491491,0.15617606,2
7be394a98,0.23117769,0.1410472,0.13540341,0.49237174,4
ba3ee71f8,0.0037000664,0.0036222169,0.012280435,0.9803972,4
1aa527f5a,0.0075051775,0.0020718465,0.0037848442,0.9866382,4
884b9a6ec,0.14551364,0.5850819,0.16333345,0.10607105,2
0be7a4adf,0.20211375,0.31710568,0.06518084,0.4155997,4
6a864757b,0.29389247,0.23183377,0.4712195,0.003054261,3
d17343468,0.047909055,0.3967658,0.54435956,0.010965574,3
60923a60d,0.05857375,0.55564666,0.25744098,0.12833858,2
e4b90955c,0.24392967,0.15971193,0.06659336,0.52976507,4
228117dca,0.007778696,0.008536951,0.010970796,0.9727136,4
2f3677597,0.0052806204,0.13855618,0.56037617,0.29578698,3
437bda050,0.50952506,0.252012,0.062067382,0.17639555,1
5357633c0,0.123192154,0.3112925,0.20879582,0.35671955,4
ea3de2587,0.00037299894,0.12399328,0.87180656,0.0038272282,3
45d2ddcb8,0.30419362,0.40087342,0.28915364,0.005779297,2
0e0d0a9af,0.22234358,0.2661275,0.19670343,0.31482548,4
104d9b198,0.6351652,0.17990485,0.081143245,0.10378675,1
43c661026,0.15482068,0.27095392,0.34989688,0.22432847,3
798f4a1e4,0.016164301,0.029356789,0.013890158,0.94058865,4
a8da358d1,0.16852881,0.2724797,0.16068426,0.3983073,4
f28036d8a,0.037376687,0.19834657,0.6921513,0.0721255,3
9070ef426,0.31599754,0.2665167,0.31954414,0.097941615,3
d73b2a4c6,0.44388008,0.4119005,0.08278896,0.06143047,1
d2cd71ec2,0.0036903631,0.0020401387,0.0043988875,0.9898706,4
0340ac5f7,0.49982888,0.27243227,0.17072096,0.057017967,1
b9fa9ce00,0.024948154,0.056050956,0.106929764,0.81207114,4
6d089036f,0.265975,0.13207594,0.09078563,0.5111635,4
113920513,0.36899036,0.34753892,0.1231938,0.1602769,1
db095d92a,0.09982177,0.25376874,0.17209233,0.47431713,4
1ba42eca2,0.23378247,0.19115032,0.12568912,0.44937813,4
66038a4b3,0.13696383,0.2147367,0.5362999,0.111999616,3
5bd405bac,0.006836017,0.85401016,0.10853701,0.030616786,2
50418fb29,0.02149803,0.14669272,0.82986754,0.0019417373,3
645914c88,0.41845125,0.5026927,0.06934726,0.009508803,2
9c5feed55,0.42356747,0.31789595,0.09371085,0.16482581,1
e402f3b2f,0.0067673097,0.009678529,0.007245627,0.9763084,4
a5edf3e84,0.21145761,0.26270595,0.15118274,0.37465373,4
a0c64fbad,0.6159677,0.3257661,0.03921968,0.019046582,1
afc71f432,0.023308085,0.06649169,0.0694547,0.84074557,4
6c4d7b09f,0.003580511,0.0033304926,0.011068845,0.9820201,4
b3faddf18,0.0049395477,0.0040108273,0.003924547,0.9871251,4
4695c4fb3,0.039238214,0.0484078,0.056237955,0.85611606,4
b26374255,0.16175608,0.7448275,0.07418345,0.019232927,2
bd881326e,0.016001437,0.038933534,0.19989197,0.7451731,4
140ef35de,0.13370422,0.39488718,0.10711447,0.36429417,2
fd38d0da0,0.09641609,0.69328624,0.1845813,0.025716417,2
5451356cb,0.022715166,0.030235207,0.013009447,0.93404025,4
746f52206,0.37867928,0.28405255,0.15705995,0.18020815,1
88030e16e,0.018978963,0.011930423,0.017953387,0.95113724,4
c13da6b92,0.049847208,0.86884266,0.06990622,0.011403938,2
0e49eebb3,0.048592255,0.33090442,0.5239059,0.096597485,3
087313ba2,0.46744806,0.35409543,0.085777,0.09267952,1
76a045292,0.04501507,0.09535495,0.05990107,0.79972893,4
f9f914ed3,0.39102507,0.43630475,0.12884215,0.043827973,2
4012be917,0.01194992,0.02096447,0.06938731,0.8976983,4
b97569bc9,0.36589557,0.3269054,0.11858155,0.18861748,1
72a7cb335,0.111267686,0.80547476,0.04323602,0.040021576,2
62817491e,0.20717575,0.5683918,0.18774518,0.036687266,2
7c82670f8,0.2299745,0.46533284,0.26488236,0.03981029,2
9df9b11b1,0.20412269,0.49651942,0.18621519,0.11314263,2
bdf00be34,0.23995395,0.41895914,0.33878225,0.0023047158,2
02af3813e,0.008165475,0.008520288,0.0057397215,0.9775745,4
9d5f190cf,0.24587147,0.2438802,0.49053302,0.019715251,3
24c1d5a33,0.4090795,0.49397182,0.080994114,0.015954552,2
d8e376a50,0.29760244,0.39319515,0.25467458,0.054527875,2
7cf37c7e2,0.20771673,0.5293262,0.24153379,0.021423267,2
b92781dca,0.14843693,0.69962436,0.15069589,0.0012428474,2
8dd28c706,0.02269806,0.060264878,0.10473859,0.8122984,4
c4ef3ff97,0.06652217,0.56862164,0.15180138,0.21305484,2
db5a260fa,0.011544735,0.12330211,0.8624709,0.002682175,3
9d87fbd92,0.15734866,0.16714185,0.6513005,0.024208985,3
b9f8cf52a,0.004635095,0.40550664,0.58005923,0.009799059,3
5b6add800,0.37207386,0.37609884,0.15806165,0.09376568,2
ba030cdba,0.005759883,0.02364955,0.007007537,0.96358293,4
01e517961,0.5206209,0.3124042,0.08120842,0.08576649,1
e94581522,0.34390682,0.385476,0.13177587,0.13884136,2
802a18435,0.0034744204,0.002173654,0.0022066908,0.99214524,4
a06b5eb73,0.0537131,0.08062091,0.17348135,0.6921846,4
e50fb0c6c,0.20636337,0.56594974,0.21043316,0.01725374,2
5e203eeaf,0.054528784,0.14409718,0.18247062,0.6189034,4
21260b18f,0.041978825,0.15860905,0.29402557,0.50538653,4
0063f83c9,0.33576962,0.59446234,0.056162193,0.013605897,2
a37e46e35,0.06972976,0.36665428,0.47274178,0.090874165,3
1727cfc45,0.19710466,0.27843928,0.1983053,0.32615077,4
f2c84786f,0.27889556,0.13394953,0.062267058,0.5248878,4
3cc6084ca,0.08262154,0.18121545,0.060275283,0.67588764,4
12c65f314,0.051425952,0.1440848,0.08387417,0.7206151,4
ff6118cc2,0.034339357,0.8891845,0.04585483,0.03062132,2
3060de782,0.5803499,0.31377542,0.054752357,0.05112232,1
2e3bfe5a9,0.02243923,0.1245753,0.28835943,0.56462604,4
81d404558,0.25750378,0.27460584,0.13031588,0.33757445,4
a7be93837,0.25597957,0.26640797,0.102145255,0.37546727,4
9664bcecb,0.039720397,0.08532614,0.10532485,0.7696286,4
f22f3578c,0.0903636,0.78920126,0.09376254,0.026672551,2
a22499988,0.009366241,0.09288468,0.8922729,0.0054762037,3
2cdaa8a5d,0.079606675,0.52177054,0.28512,0.113502786,2
a3dfe1991,0.002345146,0.90719885,0.056995843,0.033460207,2
a9e96f77b,0.536455,0.31516933,0.1326157,0.015760005,1
997db5df5,0.09820777,0.564691,0.21634826,0.1207529,2
954a6e415,0.09658883,0.05024871,0.071035534,0.78212696,4
3b15c42d3,0.067565545,0.073160626,0.11905948,0.7402143,4
626b056b5,0.0062778397,0.0101658385,0.011909431,0.97164685,4
38c5d4e0e,0.05346835,0.20485315,0.15135457,0.5903239,4
773243cf2,0.047002953,0.83461255,0.101175904,0.017208641,2
a4c903a3d,0.056610174,0.43606597,0.47756436,0.029759534,3
24cc193f3,0.36595446,0.1809439,0.04400887,0.40909275,4
5c496f946,0.5944239,0.20986791,0.07940483,0.1163034,1
93685a66f,0.20538707,0.22211753,0.5290078,0.043487605,3
5b3c81931,0.012166187,0.009717692,0.0064293942,0.9716868,4
791560e54,0.15517569,0.7199623,0.068660565,0.056201447,2
5dff24075,0.25086528,0.34570107,0.39928436,0.0041492577,3
e6f4d14a0,0.07631994,0.22377338,0.6073464,0.09256029,3
abfcb22bc,0.05029949,0.2813189,0.15670821,0.51167345,4
0beacc42e,0.7913864,0.16608724,0.018151019,0.024375351,1
3a9f1c036,0.14024462,0.29437506,0.33423722,0.23114309,3
d4ce7a1ed,0.42960826,0.355515,0.10560472,0.10927208,1
cde5f25db,0.37744522,0.24885505,0.110326596,0.26337314,1
27b1bdd40,0.18378791,0.2686228,0.11199202,0.43559733,4
caaf719c3,0.0082996255,0.0091304295,0.03016378,0.95240617,4
e3fcd8a2f,0.36708677,0.2977614,0.17170298,0.16344887,1
f04c098ed,0.012316419,0.44305572,0.47740242,0.067225456,3
58ee93558,0.0047068032,0.019570017,0.015414524,0.96030873,4
dcf366e02,0.084613524,0.16908325,0.25388202,0.4924212,4
3b2b69d20,0.035148263,0.17336734,0.4210072,0.3704772,3
221331819,0.025814993,0.037912466,0.06543591,0.8708366,4
bf5bf91a2,0.23012511,0.40259677,0.1304848,0.23679331,2
502c3e7ae,0.29746038,0.27522638,0.09321151,0.3341017,4
9586639e9,0.19038536,0.53016376,0.05026723,0.22918366,2
cfa67dca2,0.08524159,0.34761155,0.5373548,0.029792082,3
e388a963d,0.14502965,0.18083103,0.088611975,0.5855273,4
a22ddc666,0.18318772,0.44599423,0.20384172,0.1669763,2
5e0519e3d,0.0010357145,0.00402124,0.0070596966,0.9878834,4
daed3d063,0.23762463,0.48503795,0.12154917,0.15578824,2
9b9873716,0.2267048,0.32422465,0.2499416,0.19912894,2
df5f12e58,0.008515169,0.19873282,0.6152922,0.17745978,3
281618ba5,0.0015946223,0.9567913,0.040771566,0.0008425803,2
bd37ccdd5,0.11941703,0.41538006,0.30990145,0.15530148,2
25765058c,0.16095205,0.47575256,0.276425,0.086870365,2
4891fdacd,0.024074182,0.6369507,0.17670235,0.16227277,2
06cd6c623,0.005493876,0.0022238286,0.0072460743,0.98503625,4
b921bfb80,0.0385532,0.17572285,0.3618558,0.42386812,4
00bfa5da9,0.027247509,0.023707608,0.05478312,0.8942617,4
baf7a42fd,0.18678725,0.29106528,0.07844119,0.44370627,4
14ae60869,0.4483487,0.29950732,0.107864454,0.14427951,1
75a286d8a,0.06837935,0.247027,0.3121693,0.37242427,4
97450a196,0.7749637,0.16388169,0.05704559,0.004109049,1
9d24c695e,0.3872725,0.48996451,0.10046012,0.022302836,2
05d3e4d55,0.4953712,0.30040947,0.109256275,0.094963044,1
d6259561f,0.038984932,0.31997946,0.2956298,0.34540582,4
edf74226c,0.14751339,0.23766801,0.19665495,0.4181637,4
c8e776446,0.2980534,0.24075797,0.29464602,0.16654257,1
bdde3b5ca,0.07435455,0.45306054,0.4685817,0.004003253,3
91e663cd2,0.14618586,0.35128376,0.21368717,0.28884318,2
0633474d9,0.6999738,0.24976003,0.042704653,0.007561462,1
854319675,0.047152054,0.18112095,0.46819884,0.30352816,3
cc13183c3,0.37754482,0.32743502,0.1315693,0.1634509,1
f0a2122d4,0.31857777,0.39339954,0.16310835,0.12491434,2
bf5c5cded,0.004768749,0.37772873,0.60536754,0.012135027,3
e09995135,0.40158516,0.25060984,0.08691493,0.26089016,1
d476272d7,0.37441108,0.12020653,0.24128827,0.2640941,1
56f7b3216,0.0069718417,0.0056673884,0.020780591,0.96658015,4
23829dc63,0.3738568,0.25328794,0.26968908,0.10316619,1
e6c3faeed,0.20412269,0.49651942,0.18621519,0.11314263,2
01573c686,0.011333221,0.010930607,0.063905545,0.9138305,4
7575371db,0.01372555,0.01695272,0.08111187,0.88820994,4
4b69bf0e7,0.2413913,0.46307978,0.19016792,0.10536095,2
f42161740,0.66022617,0.22046512,0.08115698,0.038151678,1
bfe061b7e,0.07375754,0.7217511,0.16464716,0.039844133,2
e88aaa263,0.45166913,0.49227846,0.043686096,0.012366299,2
9b4dad348,0.8793289,0.089946866,0.019783877,0.010940325,1
257a99aa2,0.03150579,0.1432584,0.2196921,0.60554373,4
6261c9966,0.39446288,0.33338133,0.12596728,0.14618848,1
87aff0121,0.016485298,0.18649946,0.71414864,0.08286663,3
7542076e8,0.010091594,0.39603084,0.29439086,0.29948667,2
f64813f9e,0.61683965,0.19512165,0.121001855,0.06703684,1
417c09a08,0.12623595,0.402068,0.30871588,0.16298014,2
7bfe2d68f,0.0060038147,0.34898663,0.58624697,0.058762576,3
a6eb71dc0,0.058181774,0.79268223,0.14673655,0.0023994534,2
1c562d3a8,0.16744623,0.07170226,0.07039948,0.69045204,4
31b90821f,0.1928655,0.6283959,0.03350641,0.14523216,2
81d82bda3,0.010889711,0.0097127585,0.08012159,0.89927596,4
21415ffb9,0.074150026,0.1739947,0.3865951,0.36526012,3
76b818bdb,0.9004082,0.033991307,0.02702377,0.038576722,1
3e25d4fb8,0.38603717,0.18051554,0.13130657,0.30214062,1
756025f7c,0.14673613,0.47072238,0.29811355,0.084427886,2
570fdcc4d,0.087895304,0.49494892,0.16719802,0.24995781,2
dd654a9e7,0.84718955,0.03527884,0.06232375,0.055207983,1
5a2c8a05f,0.2514734,0.60238117,0.07835679,0.06778866,2
044548f89,0.1104346,0.16910039,0.16784374,0.55262125,4
09f75d8e1,0.00068477343,0.03530109,0.9613817,0.0026324126,3
672bc370b,0.08326147,0.6318077,0.26767123,0.01725954,2
f9f0a5dfb,0.36510053,0.39144212,0.16788363,0.07557373,2
30fff49fd,0.6389096,0.29232833,0.064196065,0.0045660525,1
a21b6c40a,0.057040785,0.12819211,0.02837534,0.7863918,4
35c0c3aca,0.004264544,0.0018081516,0.0024735723,0.99145365,4
54c2d49bb,0.1312535,0.42764556,0.4199317,0.021169249,2
8bc07d296,0.01530363,0.10770796,0.8738152,0.0031732365,3
a2cd5b78a,0.024841588,0.027584432,0.029682064,0.9178919,4
2d837689d,0.001683519,0.1619261,0.83021307,0.0061773136,3
3928a4b23,0.04125169,0.18796805,0.6148846,0.15589562,3
